REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_1220	nicotinate	extracellular	3.4297	0.0003021	5	15	0	Seq_278,Seq_2484,Seq_4549,Seq_5425,Seq_786
s_1271	oxaloacetate	cytoplasm	3.3989	0.00033828	8	12.9716	3.3273	Seq_4242,Seq_985,Seq_4315,Seq_2468,Seq_4704,Seq_617,Seq_1137,Seq_2293
s_1219	nicotinate	cytoplasm	3.356	0.00039543	7	13.3244	4.2425	Seq_934,Seq_278,Seq_2091,Seq_2484,Seq_4549,Seq_5425,Seq_786
s_1007	L-histidine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1017	L-isoleucine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1022	L-leucine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1033	L-phenylalanine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1046	L-threonine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1049	L-tryptophan	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1052	L-tyrosine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1057	L-valine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1418	S-adenosyl-L-methionine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1424	S-methyl-L-methionine	cytoplasm	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1425	S-methyl-L-methionine	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_4166	L-citrulline	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_4202	Mn(2+)	extracellular	3.271	0.00053586	6	13.7749	9.3307	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0306	5,10-methylenetetrahydrofolate	cytoplasm	3.2669	0.0005437	8	12.687	5.475	Seq_1816,Seq_1741,Seq_5278,Seq_4567,Seq_5290,Seq_489,Seq_4775,Seq_2799
s_4261	beta-cellobiose	cytoplasm	3.2576	0.00056178	7	13.099	5.0296	Seq_623,Seq_3712,Seq_1204,Seq_1370,Seq_2990,Seq_3884,Seq_4552
s_0169	2-methylbutanol	cytoplasm	3.2349	0.00060834	9	12.2007	7.284	Seq_461,Seq_594,Seq_1427,Seq_1351,Seq_4456,Seq_4948,Seq_5221,Seq_4855,Seq_5413
s_0973	L-aspartate	cytoplasm	3.1654	0.00077433	23	9.676	7.0098	Seq_3847,Seq_2889,Seq_21,Seq_3051,Seq_629,Seq_1561,Seq_1326,Seq_985,Seq_4224,Seq_4704,Seq_641,Seq_269,Seq_1368,Seq_4666,Seq_5174,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_3448,Seq_2339,Seq_2261
s_0563	D-glucose	cytoplasm	3.16	0.00078893	22	9.7566	6.1876	Seq_847,Seq_4642,Seq_3380,Seq_1183,Seq_188,Seq_1160,Seq_4006,Seq_2192,Seq_4734,Seq_758,Seq_623,Seq_3712,Seq_1122,Seq_5493,Seq_4936,Seq_4945,Seq_4728,Seq_1204,Seq_1370,Seq_2990,Seq_3884,Seq_4552
s_0779	glyoxylate	cytoplasm	3.1381	0.00085009	18	10.1535	7.3826	Seq_1208,Seq_3693,Seq_1192,Seq_1577,Seq_718,Seq_1891,Seq_451,Seq_1137,Seq_383,Seq_3405,Seq_2919,Seq_369,Seq_4084,Seq_2236,Seq_3980,Seq_5091,Seq_3768,Seq_2293
s_0307	5,10-methylenetetrahydrofolate	mitochondrion	3.1097	0.00093641	9	11.9463	6.2827	Seq_3000,Seq_1816,Seq_3519,Seq_1741,Seq_5046,Seq_5119,Seq_1684,Seq_4775,Seq_2799
s_1056	L-valine	cytoplasm	3.098	0.00097413	8	12.3228	8.3324	Seq_21,Seq_3093,Seq_584,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0132	2'-deoxyadenosine	cytoplasm	3.0723	0.0010622	3	16.4341	2.4839	Seq_950,Seq_573,Seq_1067
s_0138	2'-deoxyuridine	cytoplasm	3.0612	0.0011021	4	15	0	Seq_1897,Seq_573,Seq_2089,Seq_1067
s_0361	acetaldehyde	mitochondrion	3.0612	0.0011021	4	15	0	Seq_3997,Seq_1427,Seq_4855,Seq_5413
s_0377	acetyl-CoA	nucleus	3.0612	0.0011021	4	15	0	Seq_924,Seq_885,Seq_5400,Seq_3410
s_0659	episterol	extracellular	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0665	ergosterol	cell envelope	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0668	ergosterol	extracellular	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0699	fecosterol	cell envelope	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0702	fecosterol	extracellular	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0852	indol-3-ylacetaldehyde	mitochondrion	3.0612	0.0011021	4	15	0	Seq_3997,Seq_1427,Seq_4855,Seq_5413
s_1061	lanosterol	extracellular	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_1529	tryptophol	cytoplasm	3.0612	0.0011021	4	15	0	Seq_594,Seq_1427,Seq_4855,Seq_5413
s_1571	zymosterol	extracellular	3.0612	0.0011021	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_3862	alpha-D-Galactose	cytoplasm	3.0612	0.0011021	4	15	0	Seq_2479,Seq_1935,Seq_3332,Seq_4294
s_0991	L-glutamate	cytoplasm	3.0523	0.0011356	57	8.0921	6.3323	Seq_1203,Seq_5454,Seq_525,Seq_224,Seq_2549,Seq_1948,Seq_21,Seq_4725,Seq_629,Seq_3845,Seq_1561,Seq_4947,Seq_4520,Seq_3452,Seq_4680,Seq_2562,Seq_3641,Seq_584,Seq_535,Seq_650,Seq_837,Seq_1326,Seq_2814,Seq_985,Seq_5389,Seq_4704,Seq_3825,Seq_2494,Seq_2281,Seq_1517,Seq_783,Seq_2032,Seq_78,Seq_3916,Seq_2669,Seq_3191,Seq_410,Seq_1368,Seq_4666,Seq_2901,Seq_5174,Seq_3689,Seq_327,Seq_1679,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_3448,Seq_2339,Seq_3632,Seq_2261,Seq_3850,Seq_3881,Seq_3922,Seq_729
s_0185	2-phenylethanol	cytoplasm	3.0489	0.0011485	6	13.2219	7.2806	Seq_461,Seq_594,Seq_1427,Seq_4456,Seq_4855,Seq_5413
s_1036	L-proline	extracellular	3.014	0.0012892	8	12.1416	8.5285	Seq_21,Seq_4372,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_5337
s_1029	L-methionine	cytoplasm	2.9438	0.0016209	16	10.1129	7.8881	Seq_1587,Seq_21,Seq_4816,Seq_4947,Seq_2112,Seq_3633,Seq_3641,Seq_584,Seq_3670,Seq_4737,Seq_1139,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_3936	iron(3+)	extracellular	2.9436	0.0016222	11	11.039	8.8016	Seq_1445,Seq_467,Seq_405,Seq_1292,Seq_2575,Seq_3014,Seq_3415,Seq_4473,Seq_4781,Seq_4832,Seq_5327
s_0020	(R)-acetoin	cytoplasm	2.9418	0.0016315	3	15.9742	1.6874	Seq_3511,Seq_2497,Seq_5169
s_3810	5-oxo-L-proline	cytoplasm	2.9289	0.0017008	6	12.9232	5.0872	Seq_4136,Seq_327,Seq_3850,Seq_3881,Seq_3922,Seq_729
s_1006	L-histidine	cytoplasm	2.9104	0.0018048	15	10.2255	7.9393	Seq_942,Seq_801,Seq_2876,Seq_21,Seq_723,Seq_4317,Seq_37,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_4194,Seq_4675,Seq_4691
s_0971	L-asparagine	mitochondrion	2.9075	0.0018214	7	12.2967	9.3727	Seq_4439,Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0966	L-arginine	extracellular	2.9068	0.001826	7	12.2949	9.3747	Seq_21,Seq_2822,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1026	L-lysine	extracellular	2.9068	0.001826	7	12.2949	9.3747	Seq_21,Seq_2822,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1267	ornithine	extracellular	2.9068	0.001826	7	12.2949	9.3747	Seq_21,Seq_2822,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1025	L-lysine	cytoplasm	2.9027	0.0018497	15	10.2134	7.9519	Seq_2876,Seq_4283,Seq_21,Seq_177,Seq_2822,Seq_4317,Seq_37,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_4194,Seq_4675,Seq_4691
s_0232	3-methyl-2-oxobutanoate	cytoplasm	2.9	0.001866	5	13.5536	3.2343	Seq_3511,Seq_584,Seq_1942,Seq_5169,Seq_2712
s_0982	L-cysteine	extracellular	2.8844	0.001961	7	12.2436	9.4322	Seq_21,Seq_4610,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1021	L-leucine	cytoplasm	2.8759	0.0020145	10	11.1758	7.9467	Seq_21,Seq_584,Seq_4411,Seq_761,Seq_3162,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1443	spermine	extracellular	2.8294	0.0023319	4	14.292	3.0214	Seq_932,Seq_3882,Seq_3506,Seq_1077
s_1444	spermine	vacuole	2.8294	0.0023319	4	14.292	3.0214	Seq_932,Seq_3882,Seq_3506,Seq_1077
s_3107	L-serine	endoplasmic reticulum membrane	2.8034	0.0025285	7	12.058	9.6533	Seq_21,Seq_3269,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0700	fecosterol	cytoplasm	2.7975	0.0025751	6	12.596	4.0648	Seq_1939,Seq_829,Seq_252,Seq_2121,Seq_2362,Seq_2987
s_1016	L-isoleucine	cytoplasm	2.7867	0.0026623	10	11.0039	7.9607	Seq_5204,Seq_21,Seq_584,Seq_4411,Seq_761,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_3822	Zn(2+)	cytoplasm	2.7515	0.002966	1	22.4147	0	Seq_2644
s_4203	Zn(2+)	extracellular	2.7515	0.002966	1	22.4147	0	Seq_2644
s_0168	2-methylbutanal	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0171	2-methylbutanol	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0187	2-phenylethanol	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0236	3-methylbutanal	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0410	alpha-D-galactose 1-phosphate	cytoplasm	2.6654	0.0038444	3	15	0	Seq_3460,Seq_1935,Seq_4294
s_0682	ethanol	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0931	isoamylol	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0934	isobutanol	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0939	isobutyraldehyde	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_1211	NADP(+)	peroxisome	2.6654	0.0038444	3	15	0	Seq_4931,Seq_5178,Seq_4932
s_1215	NADPH	peroxisome	2.6654	0.0038444	3	15	0	Seq_4931,Seq_5178,Seq_4932
s_1320	phenylacetaldehyde	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_1531	tryptophol	mitochondrion	2.6654	0.0038444	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0929	isoamylol	cytoplasm	2.6592	0.0039162	7	11.7276	7.7332	Seq_461,Seq_594,Seq_1427,Seq_687,Seq_4456,Seq_4855,Seq_5413
s_0932	isobutanol	cytoplasm	2.6592	0.0039162	7	11.7276	7.7332	Seq_461,Seq_594,Seq_1427,Seq_687,Seq_4456,Seq_4855,Seq_5413
s_1035	L-proline	cytoplasm	2.6534	0.003984	10	10.7469	8.3607	Seq_21,Seq_4815,Seq_3550,Seq_4372,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_5337
s_0364	acetate	extracellular	2.6514	0.0040085	2	17.0375	2.8814	Seq_2389,Seq_3913
s_0992	L-glutamate	extracellular	2.6411	0.0041321	10	10.7231	8.7043	Seq_21,Seq_1561,Seq_1368,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_3448,Seq_2339
s_1051	L-tyrosine	cytoplasm	2.6366	0.0041874	12	10.2589	7.9382	Seq_120,Seq_21,Seq_4947,Seq_1442,Seq_3641,Seq_4411,Seq_761,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1000	L-glutamine	extracellular	2.612	0.0045002	8	11.275	9.1464	Seq_21,Seq_1368,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_3448
s_0924	iron(2+)	cytoplasm	2.606	0.0045802	16	9.5992	8.5643	Seq_1403,Seq_1364,Seq_1445,Seq_467,Seq_405,Seq_1292,Seq_3248,Seq_5300,Seq_2478,Seq_2575,Seq_3014,Seq_3415,Seq_4473,Seq_4781,Seq_4832,Seq_5327
s_1005	L-glycine	mitochondrion	2.5991	0.0046741	8	11.247	6.3565	Seq_3000,Seq_1741,Seq_5046,Seq_4297,Seq_5119,Seq_1684,Seq_1462,Seq_2799
s_4204	Mg(2+)	extracellular	2.5939	0.0047443	8	11.2359	9.3698	Seq_21,Seq_2448,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_4495
s_1569	zymosterol	cytoplasm	2.5794	0.0049489	6	12.0529	5.2833	Seq_1939,Seq_3959,Seq_829,Seq_2121,Seq_2362,Seq_2987
s_0359	acetaldehyde	cytoplasm	2.5326	0.0056603	11	10.2832	5.7837	Seq_3511,Seq_288,Seq_3997,Seq_1427,Seq_3263,Seq_5250,Seq_1952,Seq_5169,Seq_4744,Seq_4855,Seq_5413
s_1568	zymosterol	cell envelope	2.5224	0.0058281	5	12.5227	5.5394	Seq_1939,Seq_1439,Seq_2121,Seq_2362,Seq_2987
s_1040	L-serine	endoplasmic reticulum	2.5211	0.0058497	8	11.0789	9.3719	Seq_4243,Seq_21,Seq_725,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0162	2-isopropylmalate	cytoplasm	2.5164	0.0059273	4	13.3364	2.1823	Seq_4343,Seq_4315,Seq_1942,Seq_2712
s_0666	ergosterol	cytoplasm	2.509	0.0060535	5	12.4862	5.6211	Seq_1939,Seq_5281,Seq_2121,Seq_2362,Seq_2987
s_0956	L-alanine	extracellular	2.5089	0.0060549	10	10.4684	8.3096	Seq_21,Seq_4372,Seq_1368,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_5337,Seq_3448
s_1004	L-glycine	extracellular	2.5089	0.0060549	10	10.4684	8.3096	Seq_21,Seq_4372,Seq_1368,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_5337,Seq_3448
s_1047	L-threonine	mitochondrion	2.4972	0.0062581	8	11.0275	9.7371	Seq_21,Seq_5343,Seq_3025,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_4184	3-oxopropanoate	cytoplasm	2.4776	0.006613	4	13.2179	2.3537	Seq_3452,Seq_1783,Seq_2060,Seq_3632
s_0750	glutathione	cytoplasm	2.4666	0.0068193	27	8.5373	6.1297	Seq_594,Seq_4386,Seq_4777,Seq_3349,Seq_3379,Seq_2349,Seq_398,Seq_1071,Seq_1310,Seq_783,Seq_2341,Seq_3851,Seq_2238,Seq_4841,Seq_4136,Seq_4352,Seq_4610,Seq_4597,Seq_1236,Seq_2231,Seq_3160,Seq_3372,Seq_3625,Seq_5017,Seq_5227,Seq_580,Seq_620
s_3801	Mn(2+)	cytoplasm	2.4564	0.0070159	8	10.9395	9.5307	Seq_21,Seq_2560,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_4988
s_0362	acetate	cytoplasm	2.3912	0.0083969	13	9.6735	5.8756	Seq_924,Seq_2389,Seq_3997,Seq_3670,Seq_1839,Seq_3263,Seq_687,Seq_2985,Seq_5250,Seq_1436,Seq_1956,Seq_5400,Seq_3913
s_1032	L-phenylalanine	cytoplasm	2.3706	0.0088795	10	10.2017	8.4407	Seq_21,Seq_4978,Seq_4947,Seq_3641,Seq_1946,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1041	L-serine	extracellular	2.3658	0.0089953	11	9.9763	8.6211	Seq_21,Seq_1561,Seq_1368,Seq_3270,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_3448,Seq_2339
s_1031	L-methionine	mitochondrion	2.3595	0.0091501	8	10.7304	9.7949	Seq_21,Seq_415,Seq_1076,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1266	ornithine	cytoplasm	2.3435	0.0095513	13	9.5929	8.9439	Seq_21,Seq_3734,Seq_3367,Seq_2494,Seq_2822,Seq_2802,Seq_4807,Seq_1956,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_3182	S-adenosyl-L-methionine	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3183	S-adenosyl-L-homocysteine	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3184	phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3186	phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3188	phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3190	phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3192	phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3194	phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
s_3196	phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)	endoplasmic reticulum membrane	2.3427	0.0095719	2	15.7093	4.3624	Seq_1775,Seq_2713
